"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@girlsreallyrule Who the feck is Greg Gutfeld the world outside of #Trump land asks?  They found Greg on #FauxNews¡¦ https://t.co/9TRstg691e",FALSE,0,"girlsreallyrule",2020-05-05 20:58:23,TRUE,"1257767559325155328","1257776679432458240","580312540","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tazzman22",0,FALSE,FALSE,NA,NA
"RT @Laurie_Garrett: Two separate models predict US #COVID19 death toll will nearly 2X by late June, nearing 135,000 souls, but the @WhiteHo¡¦",FALSE,0,NA,2020-05-05 20:58:22,FALSE,NA,"1257776673929474050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bookitty777",48,TRUE,FALSE,NA,NA
"@fugitivemama #Trump's biggest blunders.

1.) Getting played by health officials working in coordination with his e¡¦ https://t.co/ywar5N2fE7",FALSE,0,"fugitivemama",2020-05-05 20:58:20,TRUE,"1257741854981812226","1257776668074217473","1106316464653389824","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Smartee411",0,FALSE,FALSE,NA,NA
"RT @howardfineman: Chaos, cronyism and political corruption in the #Trump ¡°Administration¡± handling of medical R &amp; D and supply contracts.¡¦",FALSE,0,NA,2020-05-05 20:58:16,FALSE,NA,"1257776649329754113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ypsiradio",16,TRUE,FALSE,NA,NA
"@realDonaldTrump Is this what #winning looks like in #MAGAt world?

Since #Trump supporters have trouble with how t¡¦ https://t.co/0YclZaSpVm",FALSE,0,"realDonaldTrump",2020-05-05 20:58:16,TRUE,"1257744763832299520","1257776648730140672","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoOneReallySays",0,FALSE,FALSE,NA,NA
"RT @ASB_Breaking: BREAKING: The American Private military company that botched the #Venezuela coup provided security at #Trump¡¯s rallies",FALSE,0,NA,2020-05-05 20:58:14,FALSE,NA,"1257776643369693184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LeighMa95820320",12,TRUE,FALSE,NA,NA
"RT @cjtruth: ¡°I am a Democrat but when I come out here this is WE THE PEOPLE!¡±. <U+0001F1FA><U+0001F1F8> #trump #donaldtrump #maga2020 #presidenttrump #americafi¡¦",FALSE,0,NA,2020-05-05 20:58:13,FALSE,NA,"1257776636516335616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","klynn020",1476,TRUE,FALSE,NA,NA
"RT @howardfineman: Chaos, cronyism and political corruption in the #Trump ¡°Administration¡± handling of medical R &amp; D and supply contracts.¡¦",FALSE,0,NA,2020-05-05 20:58:12,FALSE,NA,"1257776634330931200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnEJon07222817",16,TRUE,FALSE,NA,NA
"@MattGertz #Trump¡¯s continual references to Lincoln as a Republican<U+2014>which he was<U+2014>tell me that he knows nothing abou¡¦ https://t.co/kq8YRIeMPJ",FALSE,0,"MattGertz",2020-05-05 20:58:11,TRUE,"1257640651421859843","1257776630241484800","55376380","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DimarePhilip",0,FALSE,FALSE,NA,NA
"#Trump giving up. Rallies more fun!  White House #Coronavirus Task Force To Wind Down https://t.co/9wJmfS5fYl",FALSE,0,NA,2020-05-05 20:58:10,FALSE,NA,"1257776624587554816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marytny",0,FALSE,FALSE,NA,NA
"Hey #Trump @Whitehouse
@realDonaldTrump
George Conway sure put YOU in your place! Best video by #TheLincolnProject!¡¦ https://t.co/xhi2z5uxU5",FALSE,0,NA,2020-05-05 20:58:07,TRUE,NA,"1257776614462631936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1flwpbmll",0,FALSE,FALSE,NA,NA
"Hey #Virginians #Virginia #NorthernVirginia: until #Trump lifts telecommute in the Federal Government, we probably¡¦ https://t.co/8UtkK92g3x",FALSE,0,NA,2020-05-05 20:58:05,TRUE,NA,"1257776602999435264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twright55",0,FALSE,FALSE,NA,NA
"RT @Medicayy: 70,000 Lives
70,000 People
It's the equivalent to the capacity of 80 Planes loads of People on #Airbus #A380.
70,000 Lost Sou¡¦",FALSE,0,NA,2020-05-05 20:58:04,FALSE,NA,"1257776600352993283",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","opa1420",2,TRUE,FALSE,NA,NA
"Despite #trump claims, top US general says ""we don't know"" where #coronavirus originated https://t.co/vbFs03ZkLN",FALSE,0,NA,2020-05-05 20:58:04,FALSE,NA,"1257776600009125897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BorisPaloma",0,FALSE,FALSE,NA,NA
"RT @cjtruth: ¡°I am a Democrat but when I come out here this is WE THE PEOPLE!¡±. <U+0001F1FA><U+0001F1F8> #trump #donaldtrump #maga2020 #presidenttrump #americafi¡¦",FALSE,0,NA,2020-05-05 20:58:03,FALSE,NA,"1257776594405298177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FrankCoulson7",1476,TRUE,FALSE,NA,NA
"RT @howardfineman: Chaos, cronyism and political corruption in the #Trump ¡°Administration¡± handling of medical R &amp; D and supply contracts.¡¦",FALSE,0,NA,2020-05-05 20:58:00,FALSE,NA,"1257776585492566022",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","solivitaguy",16,TRUE,FALSE,NA,NA
"RT @ProLifeVet4Life: https://t.co/v5XgbPifjX Dr Fauci likes to throw up Freemason hand signals including the international signal for distr¡¦",FALSE,0,NA,2020-05-05 20:57:59,FALSE,NA,"1257776580610400264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skinnylenny1965",14,TRUE,FALSE,NA,NA
"Landing in #Maryland this morning, and on his way to #Virginia, #Trump called the #Republicans who created the¡¦ https://t.co/jPrDP9Pq7s",FALSE,0,NA,2020-05-05 20:57:56,TRUE,NA,"1257776565871616000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","adelesammarco",0,FALSE,FALSE,NA,NA
"RT @WonderWoman2KAG: I was going to ask when our murder hornet stimulus checks will arrive, &amp; then I saw this video. The media won't show u¡¦",FALSE,0,NA,2020-05-05 20:57:56,FALSE,NA,"1257776565326360577",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kattaB4",152,TRUE,FALSE,NA,NA
"RT @HeadgerW: Kindly retweet this. My clients could be on your timeline. #Umndeni #mihlali #CuttingEdge #TheQueenMzansi #TheRiver1Magic #IK¡¦",FALSE,0,NA,2020-05-05 20:57:53,FALSE,NA,"1257776553007747073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ciwosh",4,TRUE,FALSE,NA,NA
"""We must demand that our elected leaders put people, not polluters, first.""

@EPA #ClimateChange #ClimateCrisis¡¦ https://t.co/uirjh99uIQ",FALSE,0,NA,2020-05-05 20:57:52,TRUE,NA,"1257776549996171266",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vibrantplanet_",0,FALSE,FALSE,NA,NA
