"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Sassy4Trump: NO To Mail In Voting!! Make Voter ID Required!! #TRUMP 
#MAGAROLLERCOASTER 
<U+0001F5F3>@POLITICALWAROOM 
<U+2705>@KiltyJeremy 
<U+0001F5F3>@titan428¡¦",FALSE,0,NA,2020-05-06 01:00:25,FALSE,NA,"1257837590893510664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sassy4Trump",223,TRUE,FALSE,NA,NA
"RT @Laurie_Garrett: Two separate models predict US #COVID19 death toll will nearly 2X by late June, nearing 135,000 souls, but the @WhiteHo¡¦",FALSE,0,NA,2020-05-06 01:00:25,FALSE,NA,"1257837590260088837",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gail_411",248,TRUE,FALSE,NA,NA
"New Poll: Majority of Americans Call Trump¡¯s Coronavirus Response ¡®Unprepared¡¯ and ¡®Erratic¡¯.#Trump..#GOP..#Covid19",FALSE,0,NA,2020-05-06 01:00:24,FALSE,NA,"1257837584123863043",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","crypticvalentin",0,FALSE,FALSE,NA,NA
"RT @MrsC_Assange: #Trump on  @Wikileaks 

(During his US Presidential Campaign) 

""I love Wikileaks!""

""This Wikileaks is like a treasure t¡¦",FALSE,0,NA,2020-05-06 01:00:21,FALSE,NA,"1257837571813466113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leopardthinks1",5,TRUE,FALSE,NA,NA
"AMERICA,
#trump is disbanding the covid Task Force in order to separate himself from his MURDEROUS activities 71,00¡¦ https://t.co/9c1IU97U7i",FALSE,0,NA,2020-05-06 01:00:21,TRUE,NA,"1257837570924437511",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dre1car1",0,FALSE,FALSE,NA,NA
"RT @US_of_A_1st: Wow Imagine that; your #Trump hater parents won't attend your wedding bcuz your future husband is a conservative. <U+0001F633>

Now i¡¦",FALSE,0,NA,2020-05-06 01:00:20,FALSE,NA,"1257837569691148288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","emariemarshall",362,TRUE,FALSE,NA,NA
"RT @RichforGA: I have seen the real polls in #GA07!   .@realDonaldTrump approval numbers are through the roof!!!   Don¡¯t listen to the fake¡¦",FALSE,0,NA,2020-05-06 01:00:20,FALSE,NA,"1257837567006760960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USWNow",201,TRUE,FALSE,NA,NA
"RT @TacticalDogLive: Volusia deputies and K9 catch fleeing suspects
<U+0001F44D>Amazing video shows coordination Air-K9. 
Congratulations to Purple He¡¦",FALSE,0,NA,2020-05-06 01:00:19,FALSE,NA,"1257837564511191040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haro_rebecca",1,TRUE,FALSE,NA,NA
"RT @howardfineman: Chaos, cronyism and political corruption in the #Trump ¡°Administration¡± handling of medical R &amp; D and supply contracts.¡¦",FALSE,0,NA,2020-05-06 01:00:18,FALSE,NA,"1257837558257668098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wtparker3",67,TRUE,FALSE,NA,NA
"@nbcnews That's because it IS a government influence operation. #InformationWarfare using civilians to bypass vario¡¦ https://t.co/LnqTn4o5tC",FALSE,0,"NBCNews",2020-05-06 01:00:16,TRUE,NA,"1257837551697739776","14173315","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WeX3FreeSpeech",0,FALSE,FALSE,NA,NA
"@JesseBWatters @realDonaldTrump Here¡¯s the country under #Trump leadership.

 https://t.co/iv3GEnk3Gg",FALSE,0,"JesseBWatters",2020-05-06 01:00:16,FALSE,"1257430049147379712","1257837551475232769","56561449","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FogPapier",0,FALSE,FALSE,NA,NA
"¢º<U+FE0F> US President #Trump tours a Honeywell factory that manufactures personal protective equipment amid the¡¦ https://t.co/Z8bBcrGTfr",FALSE,0,NA,2020-05-06 01:00:12,TRUE,NA,"1257837537109970944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WashNewsLine",0,FALSE,FALSE,NA,NA
"RT @being_steve: #Trump just laid out the @GOP 2020 platform: Lower taxes on those employed, eliminate many taxes on the rich, and make it¡¦",FALSE,0,NA,2020-05-06 01:00:11,FALSE,NA,"1257837530164146178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulaYankelove",34,TRUE,FALSE,NA,NA
"RT @michaelbeatty3: CAT FIGHT -Mika mocks 
KellyAnne for believing Trump Tower was wired
#MAGA #USA #Wikileaks 
#TRUMP https://t.co/LhGOfJd¡¦",FALSE,0,NA,2020-05-06 01:00:11,FALSE,NA,"1257837529807622144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RuthieRedSox",2,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: BOOM! #SidneyPowell Drops Bomb: #Comey and Company Prosecuted #Flynn So He and #Trump Would Not Expose Their #Crimes <U+2013> Fl¡¦",FALSE,0,NA,2020-05-06 01:00:09,FALSE,NA,"1257837523134566408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaroleL62156745",469,TRUE,FALSE,NA,NA
"RT @mog7546: #Trump says Washington, DC, will never be a state

¡°Why? So we can have two more Democratic <U+2014> Democrat senators and five more¡¦",FALSE,0,NA,2020-05-06 01:00:09,FALSE,NA,"1257837521083359233",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","yodaquoter",16,TRUE,FALSE,NA,NA
"RT @MrsC_Assange: #Trump on  @Wikileaks 

(During his US Presidential Campaign) 

""I love Wikileaks!""

""This Wikileaks is like a treasure t¡¦",FALSE,0,NA,2020-05-06 01:00:08,FALSE,NA,"1257837519971983360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lydia_Canaan",5,TRUE,FALSE,NA,NA
"@RebelLeader10 @Amy_Siskind @VP ""It looks like #Trump admin has just given up""
It would look about the same if he were striving mightily.",FALSE,1,"RebelLeader10",2020-05-06 01:00:07,FALSE,"1257436849242587136","1257837512342605824","941253036256694273","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarkDonnelly16",0,FALSE,FALSE,NA,NA
"@realDonaldTrump @DavidMuir @ABCWorldNews This isnt the #Trump of the last 3 yrs. He sounded sincere &amp; didnt sound¡¦ https://t.co/YydpzPFwAO",FALSE,0,"realDonaldTrump",2020-05-06 01:00:06,TRUE,"1257768408256409601","1257837510069293062","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lacost68",0,FALSE,FALSE,NA,NA
"Crazy Christians - your messiah has brought plagues. May be the antichrist. #trump",FALSE,0,NA,2020-05-06 01:00:04,FALSE,NA,"1257837501525319685",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catcatdean",0,FALSE,FALSE,NA,NA
"@politico But they¡¯re ok with #Trump who grabs <U+0001F431> 
Ok! <U+0001F928>",FALSE,0,"politico",2020-05-06 01:00:02,FALSE,"1257829956140269568","1257837493048705029","9300262","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1865JUNE19",0,FALSE,FALSE,NA,NA
"Almost 2 hours without any #Trump tweets! Covfefe.",FALSE,0,NA,2020-05-06 01:00:02,FALSE,NA,"1257837491802996736",NA,"<a href=""http://example.com/"" rel=""nofollow"">Trumpytweeter</a>","trumpytweeter",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: BOOM! #SidneyPowell Drops Bomb: #Comey and Company Prosecuted #Flynn So He and #Trump Would Not Expose Their #Crimes <U+2013> Fl¡¦",FALSE,0,NA,2020-05-06 00:59:54,FALSE,NA,"1257837457682206720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moragaannie1",469,TRUE,FALSE,NA,NA
"@DotardInWaiting @twisty_elias @coleyworld @ZagamaMas Anytime #Trump appears on TV.",FALSE,0,"DotardInWaiting",2020-05-06 00:59:52,FALSE,"1257822945600249863","1257837449746710528","1192175597390184448","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidFDodge1",0,FALSE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump You¡¯re cheering on states that are blatantly violating your own re-opening guidelines, you lunatic. Your i¡¦",FALSE,0,NA,2020-05-06 00:59:51,FALSE,NA,"1257837446391185409",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","susanrwncomau",136,TRUE,FALSE,NA,NA
"RT @mog7546: #Scarborough applauded the efforts of Americans to slow the spread of the coronavirus because #Trump had abdicated his leaders¡¦",FALSE,0,NA,2020-05-06 00:59:44,FALSE,NA,"1257837419065249792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tahiti93",18,TRUE,FALSE,NA,NA
"RT @MrsC_Assange: 1/4 #Trump Administrations Prosecution of journalist Julian Assange

2O10 interview:
#Trump re @Wikileaks

"" I think its¡¦",FALSE,0,NA,2020-05-06 00:59:44,FALSE,NA,"1257837418926886912",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DNVFreeJA",8,TRUE,FALSE,NA,NA
"@MSNBC news, please listen how #TRUMP and his foes handled the response in early days.
#TRUMP_THE_IDIOTIC_POTUS¡¦ https://t.co/UIQrGv4RDG",FALSE,0,"MSNBC",2020-05-06 00:59:43,TRUE,NA,"1257837415412240385","2836421","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Trump_The_Moron",0,FALSE,FALSE,NA,NA
"RT @CaliCali2000: Morally pious Christians of USA believe this guy will make America great again.

US politics is an asylum and the voters¡¦",FALSE,0,NA,2020-05-06 00:59:43,FALSE,NA,"1257837413965021184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeWater84640726",1,TRUE,FALSE,NA,NA
"RT @being_steve: #Trump just laid out the @GOP 2020 platform: Lower taxes on those employed, eliminate many taxes on the rich, and make it¡¦",FALSE,0,NA,2020-05-06 00:59:42,FALSE,NA,"1257837410345349120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lizasel",34,TRUE,FALSE,NA,NA
"#Trump you want to fix the US do something about this! Answer these questions! https://t.co/iaOaq85Jry",FALSE,0,NA,2020-05-06 00:59:36,FALSE,NA,"1257837384303067136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdaEllisCoffee",0,FALSE,FALSE,NA,NA
"RT @TrumpIsMagic: @realDonaldTrump Let's hope that more and more people will open their eyes now. 
#Trump #TrumpTrain #TrumpTrain2020 #Trum¡¦",FALSE,0,NA,2020-05-06 00:59:35,FALSE,NA,"1257837377885663232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NvRedWhiteBlue",17,TRUE,FALSE,NA,NA
"RT @AndyOstroy: .@realDonaldTrump hates this @ProjectLincoln video SO much he was up all night rage-tweeting about it. So please DO NOT ret¡¦",FALSE,0,NA,2020-05-06 00:59:34,FALSE,NA,"1257837373821317125",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DogwartsJ",623,TRUE,FALSE,NA,NA
"@thehill Next year #trump will be gone! Miracles can happen! #VoteBlueToEndThisNightmare https://t.co/C8pFThop7r",FALSE,0,"thehill",2020-05-06 00:59:33,FALSE,"1257817350998503426","1257837372756000769","1917731","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mcmills_d",0,FALSE,FALSE,NA,NA
"@ddale8 Daniel you guys need to find someone to kick #TRUMP in the junk ..",FALSE,0,"ddale8",2020-05-06 00:59:29,FALSE,"1257835993144705025","1257837356398174208","225265639","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thummper08",0,FALSE,FALSE,NA,NA
"RT @being_steve: #Trump just laid out the @GOP 2020 platform: Lower taxes on those employed, eliminate many taxes on the rich, and make it¡¦",FALSE,0,NA,2020-05-06 00:59:28,FALSE,NA,"1257837351386177543",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrueJaneAusten",34,TRUE,FALSE,NA,NA
"You know when someone buys you an off-brand version of something?  Like Dr. Thunder, Mtn Lightning or Prongles? 

T¡¦ https://t.co/BGq3lIKRlD",FALSE,0,NA,2020-05-06 00:59:28,TRUE,NA,"1257837349104279552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","recoveryparty",0,FALSE,FALSE,NA,NA
"@Dar_Thatcher Leaning Tower of #trump",FALSE,0,"Dar_Thatcher",2020-05-06 00:59:19,FALSE,"1257836710324568065","1257837314308530177","2444685460","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chaseydujac",0,FALSE,FALSE,NA,NA
"RT @Afro_Crypto: #coronavirus #COVID19

How long has @UN @who planned this #biowarfare epidemic on humanity? Why is depopulation vital for¡¦",FALSE,0,NA,2020-05-06 00:59:16,FALSE,NA,"1257837300551213057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikescrpto",18,TRUE,FALSE,NA,NA
"#Radciffe is an unqualified dunce...Would-Be New Spy Chief Tried to Delete His Internet History and It Went About H¡¦ https://t.co/PJkGmvM38A",FALSE,0,NA,2020-05-06 00:59:14,TRUE,NA,"1257837289818001409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VIDAcommunicate",0,FALSE,FALSE,NA,NA
"RT @GruyereRichard: There¡¯s a nauseating irony that #Trump, an avid Vietnam draft dodger has managed to kill MORE Americans in 6 weeks than¡¦",FALSE,0,NA,2020-05-06 00:59:11,FALSE,NA,"1257837277281243136",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","vgs1128",1,TRUE,FALSE,NA,NA
"@realDonaldTrump @DavidMuir @ABCWorldNews You did horrible on that interview. Same old lies and bullshit. Really bad ratings for you #trump",FALSE,0,"realDonaldTrump",2020-05-06 00:59:10,FALSE,"1257768408256409601","1257837275188248576","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gunnwilliams",0,FALSE,FALSE,NA,NA
"RT @TEXASrdblock: @RideWithC4T You took the words right out of my mouth..
Denver was a #Trump Rally
Like #4thOfJuly on steroids 
Yes, we mu¡¦",FALSE,0,NA,2020-05-06 00:59:08,FALSE,NA,"1257837267005161473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TEXASrdblock",1,TRUE,FALSE,NA,NA
"#Trump on  @Wikileaks 

(During his US Presidential Campaign) 

""I love Wikileaks!""

""This Wikileaks is like a trea¡¦ https://t.co/J9cV9BZYPS",FALSE,8,NA,2020-05-06 00:59:05,TRUE,NA,"1257837255885852672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrsC_Assange",5,FALSE,FALSE,NA,NA
"What a piece of shit you are #trump !!!! #TrumpPressConference #TrumpIsACompleteFailure https://t.co/YWYDwWGXpW",FALSE,0,NA,2020-05-06 00:59:02,FALSE,NA,"1257837243324080130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sonicdjc",0,FALSE,FALSE,NA,NA
"@Acosta @realDonaldTrump #Trump has destroyed the #Iranian economy and forced millions to sleep without food, and h¡¦ https://t.co/RM49Da02YQ",FALSE,0,"Acosta",2020-05-06 00:59:01,TRUE,"1257782205704634368","1257837236394975234","22771961","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamHammoude",0,FALSE,FALSE,NA,NA
"RT @WonderWoman2KAG: I was going to ask when our murder hornet stimulus checks will arrive, &amp; then I saw this video. The media won't show u¡¦",FALSE,0,NA,2020-05-06 00:59:00,FALSE,NA,"1257837234054746115",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaneSadalup",330,TRUE,FALSE,NA,NA
"RT @rimarthag: @PoliticusSarah @politicususa Why did #JusticeKennedy retire? Who paid off #Kavanaugh¡¯s loans? Why is #msm not giving the sa¡¦",FALSE,0,NA,2020-05-06 00:58:59,FALSE,NA,"1257837227331194889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","huffdrh",69,TRUE,FALSE,NA,NA
"RT @mog7546: #UK coronavirus DEATH TOLL APPEARS TO OVERTAKE ITALY to become hardest-hit country in Europe 

PM Johnson, like #Trump waited¡¦",FALSE,0,NA,2020-05-06 00:58:58,FALSE,NA,"1257837225947074563",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","earlibirdrobin",18,TRUE,FALSE,NA,NA
"RT @KayRonDeeDee: Our neighbor cut down our Trump 2020 flag in our front yard last night. It¡¯s being replaced immediately. We will win 2020¡¦",FALSE,0,NA,2020-05-06 00:58:57,FALSE,NA,"1257837219181543426",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Moonwingate",12403,TRUE,FALSE,NA,NA
"@MSNBC Let¡¯s hope she finally steps down and takes it easy for whatever time she has left to enjoy with her family.¡¦ https://t.co/a8Ha79Z6j4",FALSE,0,"MSNBC",2020-05-06 00:58:54,TRUE,"1257836794260881415","1257837208603488261","2836421","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SundevilSal",0,FALSE,FALSE,NA,NA
"British Writer Pens The Best Description Of Trump I¡¯ve Read https://t.co/Ao4NhluWrP #natewhite #british #trump",FALSE,0,NA,2020-05-06 00:58:53,FALSE,NA,"1257837204304470016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","patfoxli",0,FALSE,FALSE,NA,NA
"RT @RichardAngwin: LOL !!!    Just saw this yard sign

#Resist #Trump #1u #tcot #maga #kag #coronavirus #COVID19 #DumpTrump #Election2020 #¡¦",FALSE,0,NA,2020-05-06 00:58:52,FALSE,NA,"1257837200755945472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","woundeadshadow",260,TRUE,FALSE,NA,NA
"@Stop_Trump20 A #Trump tramp stamp on anyone is one thing, but on a guy(?) It's super creepy.",FALSE,0,"Stop_Trump20",2020-05-06 00:58:51,FALSE,"1257679227891171328","1257837193772462081","3334843313","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Darwin9876541",0,FALSE,FALSE,NA,NA
"RT @MrsC_Assange: #Trump on @Wikileaks

""I think its disgraceful..
Should be the death penalty or something""

#SaveJulian 
#FreeAssange htt¡¦",FALSE,0,NA,2020-05-06 00:58:50,FALSE,NA,"1257837193093173248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Britain_People",8,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-06 00:58:50,FALSE,NA,"1257837190840823808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRUTHLOVERTOO",216,TRUE,FALSE,NA,NA
"RT @badseedbook: <U+0001F534>Ammon Bundy Blames Jews For The Holocaust At Idaho Anti-Lockdown Rally.
#TrumpLiesAmericansDie #trump #stopracism #MAGAMo¡¦",FALSE,0,NA,2020-05-06 00:58:47,FALSE,NA,"1257837179952336899",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","therealkunt",5,TRUE,FALSE,NA,NA
"RT @Laurie_Garrett: Two separate models predict US #COVID19 death toll will nearly 2X by late June, nearing 135,000 souls, but the @WhiteHo¡¦",FALSE,0,NA,2020-05-06 00:58:46,FALSE,NA,"1257837175854546944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Chimaera",248,TRUE,FALSE,NA,NA
"RT @WonderWoman2KAG: I was going to ask when our murder hornet stimulus checks will arrive, &amp; then I saw this video. The media won't show u¡¦",FALSE,0,NA,2020-05-06 00:58:45,FALSE,NA,"1257837168384507904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanaMil70590816",330,TRUE,FALSE,NA,NA
"RT @MrsC_Assange: 1/4 #Trump Administrations Prosecution of journalist Julian Assange

2O10 interview:
#Trump re @Wikileaks

"" I think its¡¦",FALSE,0,NA,2020-05-06 00:58:39,FALSE,NA,"1257837145810563072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","darthhatter00",8,TRUE,FALSE,NA,NA
