"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @alexmjordan: <U+0001F1FA><U+0001F1F8>#JordansViewExpress 450<U+0001F1FA><U+0001F1F8>
""We're Gonna Do it AGAIN... We're gonna build the greatest economy in the world again, and it'¡¦",FALSE,0,NA,2020-05-05 15:54:34,FALSE,NA,"1257700222773325824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nancyleeca",7,TRUE,FALSE,NA,NA
"My eyes are wide open #QAnon #QArmy #WWG1WGA #SaveTheChildren #trump #onelove",FALSE,0,NA,2020-05-05 15:54:34,FALSE,NA,"1257700221829685250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carolin54961529",0,FALSE,FALSE,NA,NA
"Sorry president #trump, I cant be a #warrior . I have #bonespurs",FALSE,0,NA,2020-05-05 15:54:34,FALSE,NA,"1257700220596609026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","usidiocracy2016",0,FALSE,FALSE,NA,NA
"Nobody should take this lightly. America is on the fringe of this RIGHT FUCKING NOW!

#TBYGov #MAGA #KAG #Trump¡¦ https://t.co/WhLOWshJRg",FALSE,0,NA,2020-05-05 15:54:32,TRUE,NA,"1257700214682595329",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","trainyourmac1",0,FALSE,FALSE,NA,NA
"All too true, but never underestimate the power of @realDonaldTrump,  America¡¯s business &amp; economics expert POTUS.¡¦ https://t.co/b4ymkXwGm0",FALSE,0,NA,2020-05-05 15:54:31,TRUE,NA,"1257700211364945925",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kroncker2",0,FALSE,FALSE,NA,NA
"@ProjectLincoln Carnage

#Trump #MAGA2020 #Putin https://t.co/TCDF8GPdIx",FALSE,0,"ProjectLincoln",2020-05-05 15:54:31,FALSE,"1257348720988913666","1257700210060525568","1205226529455632385","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cassiemonoo",0,FALSE,FALSE,NA,NA
"RT @Wsterrell: Screen shot of #Trump reacting to @ProjectLincoln's video #MourningInAmerica. The video is powerful. But please: look at the¡¦",FALSE,0,NA,2020-05-05 15:54:26,FALSE,NA,"1257700187109285895",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ebearw",1,TRUE,FALSE,NA,NA
"RT @mayawiley: I keep hearing @donlemon narrating this to #Trump! https://t.co/QJzggFHhqD",FALSE,0,NA,2020-05-05 15:54:22,FALSE,NA,"1257700171028332549",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ZHARVELL",42,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: BOOM! #SidneyPowell Drops Bomb: #Comey and Company Prosecuted #Flynn So He and #Trump Would Not Expose Their #Crimes <U+2013> Fl¡¦",FALSE,0,NA,2020-05-05 15:54:18,FALSE,NA,"1257700154754371588",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Orcusa1",419,TRUE,FALSE,NA,NA
"RT @mayawiley: #Trump is successfully undermining the independent oversight we created after #Watergate to prevent waste, #Fraud &amp; abuse be¡¦",FALSE,0,NA,2020-05-05 15:54:17,FALSE,NA,"1257700150794956802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","txswede2010",126,TRUE,FALSE,NA,NA
"Congratulations to the 2020 #PulitzerPrize Winner for Editorial Cartooning, Barry Blitt, The New Yorker.  His illus¡¦ https://t.co/0RVlPdSKXM",FALSE,0,NA,2020-05-05 15:54:12,TRUE,NA,"1257700130591047680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DempseyODwyer",0,FALSE,FALSE,NA,NA
"""Stone Cold"" Steve Austin hitting Trump with a Stunner at WrestleMania 23!<U+0001F595>

#trump #donaldtrump #thedonald¡¦ https://t.co/oE16UUk2cb",FALSE,1,NA,2020-05-05 15:54:08,TRUE,NA,"1257700114920927232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FBWPodcast",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 15:54:06,FALSE,NA,"1257700102505992192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArchKennedy",42,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 15:54:02,FALSE,NA,"1257700086110466051",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RhondaHurley2",42,TRUE,FALSE,NA,NA
"RT @MarkDavis: The only thing sillier than the lame pun (#MourningInAmerica) in this mediocre ad is the forced fawning of #Trump haters sug¡¦",FALSE,0,NA,2020-05-05 15:53:55,FALSE,NA,"1257700056645488641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Heatherhamama",3,TRUE,FALSE,NA,NA
"RT @TheArabSource: George W. #Bush's invasion of #Iraq is worst decision in US history: #Trump https://t.co/8tLJ5tmcFm",FALSE,0,NA,2020-05-05 15:53:54,FALSE,NA,"1257700054678163456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JamesMichaelCr6",7,TRUE,FALSE,NA,NA
"RT @alexmjordan: <U+0001F1FA><U+0001F1F8>#JordansViewExpress 450<U+0001F1FA><U+0001F1F8>
""We're Gonna Do it AGAIN... We're gonna build the greatest economy in the world again, and it'¡¦",FALSE,0,NA,2020-05-05 15:53:54,FALSE,NA,"1257700054065975299",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galacticaactual",7,TRUE,FALSE,NA,NA
"We MUST remove the engine powering Communist China¡¯s ongoing global expansion.

Which is our money.¡¦ https://t.co/lyFC9JwJHy",FALSE,0,NA,2020-05-05 15:53:52,TRUE,NA,"1257700044268019713",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LessGovtC4",0,FALSE,FALSE,NA,NA
"RT @badseedbook: <U+0001F534>Americans widely oppose reopening most businesses, despite easing of restrictions in some states, Post-U. Md. poll finds¡¦",FALSE,0,NA,2020-05-05 15:53:51,FALSE,NA,"1257700040711249920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","badseedbook",4,TRUE,FALSE,NA,NA
"Trump trots out his latest pandemic fall guy: Anthony Fauci https://t.co/0n4lxghTqY the difference with Fauci is th¡¦ https://t.co/Ylp6bFhpMn",FALSE,0,NA,2020-05-05 15:53:51,TRUE,NA,"1257700040652578817",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fkgator",0,FALSE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 15:53:48,FALSE,NA,"1257700029126422528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mikki74637999",1225,TRUE,FALSE,NA,NA
"RT @GeminijlwWilson: @ericswalwell @InSpiteOfTrump #Trump is a coward, he has to bully these women, who are highly  intelligent and ask que¡¦",FALSE,0,NA,2020-05-05 15:53:48,FALSE,NA,"1257700028774338562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","philipsgma",1,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump No... no one¡¯s giving you ¡°great reviews¡±. To the contrary, everyone¡¯s saying how unconscionably incompete¡¦",FALSE,0,NA,2020-05-05 15:53:47,FALSE,NA,"1257700026148687876",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adime4uthought",213,TRUE,FALSE,NA,NA
"RT @LuBonLez: My generation grew up knowing the shameful history of #slavery in America. How can there be people among us, in 2020, who sta¡¦",FALSE,0,NA,2020-05-05 15:53:43,FALSE,NA,"1257700006536118273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaziesDaisies",3,TRUE,FALSE,NA,NA
"RT @US_of_A_1st: Wow Imagine that; your #Trump hater parents won't attend your wedding bcuz your future husband is a conservative. <U+0001F633>

Now i¡¦",FALSE,0,NA,2020-05-05 15:53:39,FALSE,NA,"1257699989649788932",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Team3len",282,TRUE,FALSE,NA,NA
"RT @badseedbook: <U+0001F534>Ammon Bundy Blames Jews For The Holocaust At Idaho Anti-Lockdown Rally.
#TrumpLiesAmericansDie #trump #stopracism #MAGAMo¡¦",FALSE,0,NA,2020-05-05 15:53:31,FALSE,NA,"1257699957638750209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KennethWayneBu4",3,TRUE,FALSE,NA,NA
"RT @DimarePhilip: @DemWrite If #Trump knew anything about #Lincoln, he would know that Lincoln struggled mightily against his own racism. T¡¦",FALSE,0,NA,2020-05-05 15:53:29,FALSE,NA,"1257699949237567488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trialfemme",3,TRUE,FALSE,NA,NA
"RT @SandraSentinel: Translation- Its ok to sexually assault women if you are Democrat, but if you are a Republican we will recruit women to¡¦",FALSE,0,NA,2020-05-05 15:53:27,FALSE,NA,"1257699941687816194",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Kingairpilot68",238,TRUE,FALSE,NA,NA
"RT @danspena: Paying for @realDonaldTrump #Trump's border wall with El Chapo's money was Dan's idea back in 2017, which he talked about in¡¦",FALSE,0,NA,2020-05-05 15:53:25,FALSE,NA,"1257699934385713152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","free24207729",0,TRUE,FALSE,NA,NA
"RT @US_of_A_1st: Wow Imagine that; your #Trump hater parents won't attend your wedding bcuz your future husband is a conservative. <U+0001F633>

Now i¡¦",FALSE,0,NA,2020-05-05 15:53:25,FALSE,NA,"1257699933148393472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suzgonzo",282,TRUE,FALSE,NA,NA
"@EarlOfEnough @TrisResists Why are #Trump, #Kushner, #McConnell et al pursuing a course of #course of #GENOCIDE?",FALSE,0,"EarlOfEnough",2020-05-05 15:53:24,FALSE,"1257414868329783296","1257699926542336002","800463336630403072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","takayamamartha",0,FALSE,FALSE,NA,NA
"RT @mayawiley: #Trump is successfully undermining the independent oversight we created after #Watergate to prevent waste, #Fraud &amp; abuse be¡¦",FALSE,0,NA,2020-05-05 15:53:23,FALSE,NA,"1257699924860440583",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brigit50",126,TRUE,FALSE,NA,NA
"@OutnumberedFNC @HARRISFAULKNER @MelissaAFrancis @JessicaTarlov @NBSaphierMD @AriFleischer Harris, Melissa &amp; Nicole¡¦ https://t.co/iAYChvIchR",FALSE,0,"OutnumberedFNC",2020-05-05 15:53:23,TRUE,"1257693971456933889","1257699924109479936","2448135692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJDeevice",0,FALSE,FALSE,NA,NA
"RT @donnasfineart: A senior official said that top health officials need to focus on their work NOT deliver testimony. That didn¡¯t appear t¡¦",FALSE,0,NA,2020-05-05 15:53:18,FALSE,NA,"1257699902815076352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deaconcruise",7,TRUE,FALSE,NA,NA
"@WhiteHouse And we can, but not with #Trump in office. We need another #Obama that can pick up a flailing economy a¡¦ https://t.co/6G4COMvOrN",FALSE,0,"WhiteHouse",2020-05-05 15:53:16,TRUE,"1257697839561441288","1257699892723515392","822215673812119553","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","enlightenm3nt",0,FALSE,FALSE,NA,NA
"RT @Rosenchild: #COVID19 / #CORONAVIRUS GLOBAL #PANDEMIC

<U+0001F914> How much is a Human Life worth to Donald J. #Trump, the #Trump Administration,¡¦",FALSE,0,NA,2020-05-05 15:53:14,FALSE,NA,"1257699886268657664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rosenchild",4,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: ¡°My administration will take all necessary steps 2 #safeguard our citizens from this threat,¡±#Trump says @ start of new c¡¦",FALSE,0,NA,2020-05-05 15:53:11,FALSE,NA,"1257699873568092160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","James67858110",10,TRUE,FALSE,NA,NA
"RT @Rosenchild: <U+0001F914> How many Americans must DIE of #CORONAVIRUS / #COVID19 before #Trump Supporters and #Republicans take the #CORONAVIRUS /¡¦",FALSE,0,NA,2020-05-05 15:53:09,FALSE,NA,"1257699865376808960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rosenchild",3,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 15:53:09,FALSE,NA,"1257699864072171523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","James67858110",42,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump ...and there¡¯s tens of millions more like them who are gonna hand you the biggest, most humiliating LANDSL¡¦",FALSE,0,NA,2020-05-05 15:53:07,FALSE,NA,"1257699857218842625",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rsfreeman153",40,TRUE,FALSE,NA,NA
"RT @US_of_A_1st: Wow Imagine that; your #Trump hater parents won't attend your wedding bcuz your future husband is a conservative. <U+0001F633>

Now i¡¦",FALSE,0,NA,2020-05-05 15:53:07,FALSE,NA,"1257699856413601792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CaseyELaws2",282,TRUE,FALSE,NA,NA
"RT @MarkDavis: The only thing sillier than the lame pun (#MourningInAmerica) in this mediocre ad is the forced fawning of #Trump haters sug¡¦",FALSE,0,NA,2020-05-05 15:53:06,FALSE,NA,"1257699851086651393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honokeana",3,TRUE,FALSE,NA,NA
"RT @RoseDru63: Lying #News!How can they look at themselves in a mirror? I¡¯m sick of confirmation hearing where they attack my #President th¡¦",FALSE,0,NA,2020-05-05 15:53:04,FALSE,NA,"1257699845248299009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RoseDru63",1,TRUE,FALSE,NA,NA
"@JoeBiden @Sports_MN Hes not even the president yet and hes tweeted out more positive things then #trump has in 3 yrs..",FALSE,0,"JoeBiden",2020-05-05 15:53:04,FALSE,"1257677680662765568","1257699843495124994","939091","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pimpinwear",0,FALSE,FALSE,NA,NA
"""#WorldNews Story: #Trump: Without Me, US Would Be at War With North Korea #News"" #StayHomeSaveLives: https://t.co/cqDY2YZWJM",FALSE,0,NA,2020-05-05 15:53:03,FALSE,NA,"1257699841997541376",NA,"<a href=""http://www.robinspost.com/news/"" rel=""nofollow"">RSS Post Syndication</a>","robinsnewswire",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 15:53:03,FALSE,NA,"1257699839292342273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EricMMatheny",42,TRUE,FALSE,NA,NA
"RT @mayawiley: #Trump is successfully undermining the independent oversight we created after #Watergate to prevent waste, #Fraud &amp; abuse be¡¦",FALSE,0,NA,2020-05-05 15:53:02,FALSE,NA,"1257699834225741825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NonnaAnn",126,TRUE,FALSE,NA,NA
"RT @GordonGChang: On @TeamCavuto at 12:30 ET to talk about #China deceiving #Trump administration officials on #COVID19. #coronavirus",FALSE,0,NA,2020-05-05 15:53:00,FALSE,NA,"1257699829175762945",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lindaquackenbus",10,TRUE,FALSE,NA,NA
"RT @US_of_A_1st: Wow Imagine that; your #Trump hater parents won't attend your wedding bcuz your future husband is a conservative. <U+0001F633>

Now i¡¦",FALSE,0,NA,2020-05-05 15:52:59,FALSE,NA,"1257699822657835008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Scott73132483",282,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump Dear @TheRickWilson @gtconway3d @jwgop @SteveSchmidtSES: huge congratulations. Not just on creating an inc¡¦",FALSE,0,NA,2020-05-05 15:52:58,FALSE,NA,"1257699818295754754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrueJaneAusten",580,TRUE,FALSE,NA,NA
"@TheRickWilson @MSNBC #Trump doesn't grasp irony any better than he understands sarcasm. 
#MourningInAmerica 
#TrumpOwnsEveryDeath",FALSE,0,"TheRickWilson",2020-05-05 15:52:53,FALSE,"1257665866474360833","1257699800016924672","19084896","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoisMarieJones2",0,FALSE,FALSE,NA,NA
"https://t.co/E9LJbd73p5
So funny @realDonaldTrump is nasty, lacks empathy,  is vulgar, chauvinistic and vindictive.¡¦ https://t.co/X32ZTNnn9m",FALSE,0,NA,2020-05-05 15:52:50,TRUE,NA,"1257699787547086850",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mark__thyme",0,FALSE,FALSE,NA,NA
"RT @HenryTContreras: Americans are asking...
If we have another four years like this, will there even be an America? 
#DonaldTrumpIsRuining¡¦",FALSE,0,NA,2020-05-05 15:52:49,FALSE,NA,"1257699780366667776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ezautoleasesale",20,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 15:52:48,FALSE,NA,"1257699777631752192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TucsonBlonde",1225,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 15:52:45,FALSE,NA,"1257699763094503424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elayted",1225,TRUE,FALSE,NA,NA
"RT @mayawiley: I keep hearing @donlemon narrating this to #Trump!",FALSE,0,NA,2020-05-05 15:52:42,FALSE,NA,"1257699753913135106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TMW_2_LATE",42,TRUE,FALSE,NA,NA
"RT @KayRonDeeDee: Our neighbor cut down our Trump 2020 flag in our front yard last night. It¡¯s being replaced immediately. We will win 2020¡¦",FALSE,0,NA,2020-05-05 15:52:42,FALSE,NA,"1257699752713637893",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WI_Hunter_Dave",12306,TRUE,FALSE,NA,NA
"RT @JardinFriend: @PhilipRucker @PaulaReidCBS @weijia Proof of his ignorance!My late mother a registered Democrat &amp; housewife/mother/entrep¡¦",FALSE,0,NA,2020-05-05 15:52:40,FALSE,NA,"1257699744790413313",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sryenchik",3,TRUE,FALSE,NA,NA
"RT @mayawiley: #Trump is successfully undermining the independent oversight we created after #Watergate to prevent waste, #Fraud &amp; abuse be¡¦",FALSE,0,NA,2020-05-05 15:52:37,FALSE,NA,"1257699731230294016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dcornwallTIWIK",126,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 15:52:35,FALSE,NA,"1257699722095144960",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PfaffSC",1225,TRUE,FALSE,NA,NA
"RT @pchowder: #Returntowork standard-The #testing required of folks traveling on a plane with #Trump is the testing standard to return to w¡¦",FALSE,0,NA,2020-05-05 15:52:33,FALSE,NA,"1257699713429778433",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BrionGeorges",1,TRUE,FALSE,NA,NA
"RT @Freediver_Doris: @politvidchannel I'm German <U+0001F1E9><U+0001F1EA>.

The ""president"" and his #COVID response are a laughing stock here in Europe.

And tha¡¦",FALSE,0,NA,2020-05-05 15:52:31,FALSE,NA,"1257699706664300547",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SgNebula",1,TRUE,FALSE,NA,NA
"RT @mayawiley: #Trump is successfully undermining the independent oversight we created after #Watergate to prevent waste, #Fraud &amp; abuse be¡¦",FALSE,0,NA,2020-05-05 15:52:27,FALSE,NA,"1257699691170541574",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Megbweb",126,TRUE,FALSE,NA,NA
"You know, I deleted a tweet expressing this this morning because I just wasn¡¯t sure. Moonface IS a racial slur? I t¡¦ https://t.co/XyMDc1hLkY",FALSE,0,NA,2020-05-05 15:52:26,TRUE,NA,"1257699687085334535",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robertabooie",0,FALSE,FALSE,NA,NA
